image_id,file_path,class_id,class_name_raw,is_training,class_name,image_path
62,002.Laysan_Albatross/Laysan_Albatross_0003_1033.jpg,2,002.Laysan_Albatross,1,Laysan Albatross,CUB_200_2011\images\002.Laysan_Albatross/Laysan_Albatross_0003_1033.jpg
64,002.Laysan_Albatross/Laysan_Albatross_0044_784.jpg,2,002.Laysan_Albatross,1,Laysan Albatross,CUB_200_2011\images\002.Laysan_Albatross/Laysan_Albatross_0044_784.jpg
66,002.Laysan_Albatross/Laysan_Albatross_0050_870.jpg,2,002.Laysan_Albatross,1,Laysan Albatross,CUB_200_2011\images\002.Laysan_Albatross/Laysan_Albatross_0050_870.jpg
67,002.Laysan_Albatross/Laysan_Albatross_0071_792.jpg,2,002.Laysan_Albatross,1,Laysan Albatross,CUB_200_2011\images\002.Laysan_Albatross/Laysan_Albatross_0071_792.jpg
69,002.Laysan_Albatross/Laysan_Albatross_0081_800.jpg,2,002.Laysan_Albatross,1,Laysan Albatross,CUB_200_2011\images\002.Laysan_Albatross/Laysan_Albatross_0081_800.jpg
72,002.Laysan_Albatross/Laysan_Albatross_0065_809.jpg,2,002.Laysan_Albatross,1,Laysan Albatross,CUB_200_2011\images\002.Laysan_Albatross/Laysan_Albatross_0065_809.jpg
73,002.Laysan_Albatross/Laysan_Albatross_0061_563.jpg,2,002.Laysan_Albatross,1,Laysan Albatross,CUB_200_2011\images\002.Laysan_Albatross/Laysan_Albatross_0061_563.jpg
74,002.Laysan_Albatross/Laysan_Albatross_0085_564.jpg,2,002.Laysan_Albatross,1,Laysan Albatross,CUB_200_2011\images\002.Laysan_Albatross/Laysan_Albatross_0085_564.jpg
75,002.Laysan_Albatross/Laysan_Albatross_0005_565.jpg,2,002.Laysan_Albatross,1,Laysan Albatross,CUB_200_2011\images\002.Laysan_Albatross/Laysan_Albatross_0005_565.jpg
77,002.Laysan_Albatross/Laysan_Albatross_0055_570.jpg,2,002.Laysan_Albatross,1,Laysan Albatross,CUB_200_2011\images\002.Laysan_Albatross/Laysan_Albatross_0055_570.jpg
78,002.Laysan_Albatross/Laysan_Albatross_0025_571.jpg,2,002.Laysan_Albatross,1,Laysan Albatross,CUB_200_2011\images\002.Laysan_Albatross/Laysan_Albatross_0025_571.jpg
80,002.Laysan_Albatross/Laysan_Albatross_0092_834.jpg,2,002.Laysan_Albatross,1,Laysan Albatross,CUB_200_2011\images\002.Laysan_Albatross/Laysan_Albatross_0092_834.jpg
121,003.Sooty_Albatross/Sooty_Albatross_0038_1065.jpg,3,003.Sooty_Albatross,1,Sooty Albatross,CUB_200_2011\images\003.Sooty_Albatross/Sooty_Albatross_0038_1065.jpg
122,003.Sooty_Albatross/Sooty_Albatross_0031_1066.jpg,3,003.Sooty_Albatross,1,Sooty Albatross,CUB_200_2011\images\003.Sooty_Albatross/Sooty_Albatross_0031_1066.jpg
123,003.Sooty_Albatross/Sooty_Albatross_0001_1071.jpg,3,003.Sooty_Albatross,1,Sooty Albatross,CUB_200_2011\images\003.Sooty_Albatross/Sooty_Albatross_0001_1071.jpg
124,003.Sooty_Albatross/Sooty_Albatross_0016_1075.jpg,3,003.Sooty_Albatross,1,Sooty Albatross,CUB_200_2011\images\003.Sooty_Albatross/Sooty_Albatross_0016_1075.jpg
125,003.Sooty_Albatross/Sooty_Albatross_0043_1076.jpg,3,003.Sooty_Albatross,1,Sooty Albatross,CUB_200_2011\images\003.Sooty_Albatross/Sooty_Albatross_0043_1076.jpg
127,003.Sooty_Albatross/Sooty_Albatross_0077_1080.jpg,3,003.Sooty_Albatross,1,Sooty Albatross,CUB_200_2011\images\003.Sooty_Albatross/Sooty_Albatross_0077_1080.jpg
128,003.Sooty_Albatross/Sooty_Albatross_0063_1101.jpg,3,003.Sooty_Albatross,1,Sooty Albatross,CUB_200_2011\images\003.Sooty_Albatross/Sooty_Albatross_0063_1101.jpg
131,003.Sooty_Albatross/Sooty_Albatross_0070_796346.jpg,3,003.Sooty_Albatross,1,Sooty Albatross,CUB_200_2011\images\003.Sooty_Albatross/Sooty_Albatross_0070_796346.jpg
136,003.Sooty_Albatross/Sooty_Albatross_0032_1149.jpg,3,003.Sooty_Albatross,1,Sooty Albatross,CUB_200_2011\images\003.Sooty_Albatross/Sooty_Albatross_0032_1149.jpg
137,003.Sooty_Albatross/Sooty_Albatross_0034_1154.jpg,3,003.Sooty_Albatross,1,Sooty Albatross,CUB_200_2011\images\003.Sooty_Albatross/Sooty_Albatross_0034_1154.jpg
138,003.Sooty_Albatross/Sooty_Albatross_0055_1160.jpg,3,003.Sooty_Albatross,1,Sooty Albatross,CUB_200_2011\images\003.Sooty_Albatross/Sooty_Albatross_0055_1160.jpg
140,003.Sooty_Albatross/Sooty_Albatross_0045_1162.jpg,3,003.Sooty_Albatross,1,Sooty Albatross,CUB_200_2011\images\003.Sooty_Albatross/Sooty_Albatross_0045_1162.jpg
181,004.Groove_billed_Ani/Groove_Billed_Ani_0033_1494.jpg,4,004.Groove_billed_Ani,1,Groove billed Ani,CUB_200_2011\images\004.Groove_billed_Ani/Groove_Billed_Ani_0033_1494.jpg
182,004.Groove_billed_Ani/Groove_Billed_Ani_0069_1546.jpg,4,004.Groove_billed_Ani,1,Groove billed Ani,CUB_200_2011\images\004.Groove_billed_Ani/Groove_Billed_Ani_0069_1546.jpg
184,004.Groove_billed_Ani/Groove_Billed_Ani_0071_1559.jpg,4,004.Groove_billed_Ani,1,Groove billed Ani,CUB_200_2011\images\004.Groove_billed_Ani/Groove_Billed_Ani_0071_1559.jpg
187,004.Groove_billed_Ani/Groove_Billed_Ani_0105_1562.jpg,4,004.Groove_billed_Ani,1,Groove billed Ani,CUB_200_2011\images\004.Groove_billed_Ani/Groove_Billed_Ani_0105_1562.jpg
188,004.Groove_billed_Ani/Groove_Billed_Ani_0090_1567.jpg,4,004.Groove_billed_Ani,1,Groove billed Ani,CUB_200_2011\images\004.Groove_billed_Ani/Groove_Billed_Ani_0090_1567.jpg
189,004.Groove_billed_Ani/Groove_Billed_Ani_0019_1585.jpg,4,004.Groove_billed_Ani,1,Groove billed Ani,CUB_200_2011\images\004.Groove_billed_Ani/Groove_Billed_Ani_0019_1585.jpg
194,004.Groove_billed_Ani/Groove_Billed_Ani_0036_1604.jpg,4,004.Groove_billed_Ani,1,Groove billed Ani,CUB_200_2011\images\004.Groove_billed_Ani/Groove_Billed_Ani_0036_1604.jpg
195,004.Groove_billed_Ani/Groove_Billed_Ani_0085_1612.jpg,4,004.Groove_billed_Ani,1,Groove billed Ani,CUB_200_2011\images\004.Groove_billed_Ani/Groove_Billed_Ani_0085_1612.jpg
196,004.Groove_billed_Ani/Groove_Billed_Ani_0018_1613.jpg,4,004.Groove_billed_Ani,1,Groove billed Ani,CUB_200_2011\images\004.Groove_billed_Ani/Groove_Billed_Ani_0018_1613.jpg
197,004.Groove_billed_Ani/Groove_Billed_Ani_0007_1615.jpg,4,004.Groove_billed_Ani,1,Groove billed Ani,CUB_200_2011\images\004.Groove_billed_Ani/Groove_Billed_Ani_0007_1615.jpg
202,004.Groove_billed_Ani/Groove_Billed_Ani_0051_1650.jpg,4,004.Groove_billed_Ani,1,Groove billed Ani,CUB_200_2011\images\004.Groove_billed_Ani/Groove_Billed_Ani_0051_1650.jpg
203,004.Groove_billed_Ani/Groove_Billed_Ani_0015_1653.jpg,4,004.Groove_billed_Ani,1,Groove billed Ani,CUB_200_2011\images\004.Groove_billed_Ani/Groove_Billed_Ani_0015_1653.jpg
241,005.Crested_Auklet/Crested_Auklet_0061_794904.jpg,5,005.Crested_Auklet,1,Crested Auklet,CUB_200_2011\images\005.Crested_Auklet/Crested_Auklet_0061_794904.jpg
242,005.Crested_Auklet/Crested_Auklet_0018_1817.jpg,5,005.Crested_Auklet,1,Crested Auklet,CUB_200_2011\images\005.Crested_Auklet/Crested_Auklet_0018_1817.jpg
243,005.Crested_Auklet/Crested_Auklet_0010_794907.jpg,5,005.Crested_Auklet,1,Crested Auklet,CUB_200_2011\images\005.Crested_Auklet/Crested_Auklet_0010_794907.jpg
245,005.Crested_Auklet/Crested_Auklet_0029_1824.jpg,5,005.Crested_Auklet,1,Crested Auklet,CUB_200_2011\images\005.Crested_Auklet/Crested_Auklet_0029_1824.jpg
247,005.Crested_Auklet/Crested_Auklet_0013_794914.jpg,5,005.Crested_Auklet,1,Crested Auklet,CUB_200_2011\images\005.Crested_Auklet/Crested_Auklet_0013_794914.jpg
248,005.Crested_Auklet/Crested_Auklet_0047_794918.jpg,5,005.Crested_Auklet,1,Crested Auklet,CUB_200_2011\images\005.Crested_Auklet/Crested_Auklet_0047_794918.jpg
249,005.Crested_Auklet/Crested_Auklet_0005_794922.jpg,5,005.Crested_Auklet,1,Crested Auklet,CUB_200_2011\images\005.Crested_Auklet/Crested_Auklet_0005_794922.jpg
250,005.Crested_Auklet/Crested_Auklet_0019_794925.jpg,5,005.Crested_Auklet,1,Crested Auklet,CUB_200_2011\images\005.Crested_Auklet/Crested_Auklet_0019_794925.jpg
253,005.Crested_Auklet/Crested_Auklet_0032_794931.jpg,5,005.Crested_Auklet,1,Crested Auklet,CUB_200_2011\images\005.Crested_Auklet/Crested_Auklet_0032_794931.jpg
254,005.Crested_Auklet/Crested_Auklet_0057_794932.jpg,5,005.Crested_Auklet,1,Crested Auklet,CUB_200_2011\images\005.Crested_Auklet/Crested_Auklet_0057_794932.jpg
256,005.Crested_Auklet/Crested_Auklet_0045_794940.jpg,5,005.Crested_Auklet,1,Crested Auklet,CUB_200_2011\images\005.Crested_Auklet/Crested_Auklet_0045_794940.jpg
257,005.Crested_Auklet/Crested_Auklet_0001_794941.jpg,5,005.Crested_Auklet,1,Crested Auklet,CUB_200_2011\images\005.Crested_Auklet/Crested_Auklet_0001_794941.jpg
283,006.Least_Auklet/Least_Auklet_0035_1888.jpg,6,006.Least_Auklet,1,Least Auklet,CUB_200_2011\images\006.Least_Auklet/Least_Auklet_0035_1888.jpg
284,006.Least_Auklet/Least_Auklet_0050_1924.jpg,6,006.Least_Auklet,1,Least Auklet,CUB_200_2011\images\006.Least_Auklet/Least_Auklet_0050_1924.jpg
285,006.Least_Auklet/Least_Auklet_0058_1931.jpg,6,006.Least_Auklet,1,Least Auklet,CUB_200_2011\images\006.Least_Auklet/Least_Auklet_0058_1931.jpg
287,006.Least_Auklet/Least_Auklet_0016_1903.jpg,6,006.Least_Auklet,1,Least Auklet,CUB_200_2011\images\006.Least_Auklet/Least_Auklet_0016_1903.jpg
288,006.Least_Auklet/Least_Auklet_0040_795100.jpg,6,006.Least_Auklet,1,Least Auklet,CUB_200_2011\images\006.Least_Auklet/Least_Auklet_0040_795100.jpg
289,006.Least_Auklet/Least_Auklet_0015_795065.jpg,6,006.Least_Auklet,1,Least Auklet,CUB_200_2011\images\006.Least_Auklet/Least_Auklet_0015_795065.jpg
290,006.Least_Auklet/Least_Auklet_0026_795066.jpg,6,006.Least_Auklet,1,Least Auklet,CUB_200_2011\images\006.Least_Auklet/Least_Auklet_0026_795066.jpg
291,006.Least_Auklet/Least_Auklet_0043_795067.jpg,6,006.Least_Auklet,1,Least Auklet,CUB_200_2011\images\006.Least_Auklet/Least_Auklet_0043_795067.jpg
293,006.Least_Auklet/Least_Auklet_0045_795069.jpg,6,006.Least_Auklet,1,Least Auklet,CUB_200_2011\images\006.Least_Auklet/Least_Auklet_0045_795069.jpg
294,006.Least_Auklet/Least_Auklet_0008_795071.jpg,6,006.Least_Auklet,1,Least Auklet,CUB_200_2011\images\006.Least_Auklet/Least_Auklet_0008_795071.jpg
295,006.Least_Auklet/Least_Auklet_0012_795074.jpg,6,006.Least_Auklet,1,Least Auklet,CUB_200_2011\images\006.Least_Auklet/Least_Auklet_0012_795074.jpg
296,006.Least_Auklet/Least_Auklet_0018_795077.jpg,6,006.Least_Auklet,1,Least Auklet,CUB_200_2011\images\006.Least_Auklet/Least_Auklet_0018_795077.jpg
324,007.Parakeet_Auklet/Parakeet_Auklet_0004_795921.jpg,7,007.Parakeet_Auklet,1,Parakeet Auklet,CUB_200_2011\images\007.Parakeet_Auklet/Parakeet_Auklet_0004_795921.jpg
326,007.Parakeet_Auklet/Parakeet_Auklet_0027_795925.jpg,7,007.Parakeet_Auklet,1,Parakeet Auklet,CUB_200_2011\images\007.Parakeet_Auklet/Parakeet_Auklet_0027_795925.jpg
327,007.Parakeet_Auklet/Parakeet_Auklet_0056_795926.jpg,7,007.Parakeet_Auklet,1,Parakeet Auklet,CUB_200_2011\images\007.Parakeet_Auklet/Parakeet_Auklet_0056_795926.jpg
328,007.Parakeet_Auklet/Parakeet_Auklet_0012_795927.jpg,7,007.Parakeet_Auklet,1,Parakeet Auklet,CUB_200_2011\images\007.Parakeet_Auklet/Parakeet_Auklet_0012_795927.jpg
331,007.Parakeet_Auklet/Parakeet_Auklet_0007_795932.jpg,7,007.Parakeet_Auklet,1,Parakeet Auklet,CUB_200_2011\images\007.Parakeet_Auklet/Parakeet_Auklet_0007_795932.jpg
332,007.Parakeet_Auklet/Parakeet_Auklet_0041_795933.jpg,7,007.Parakeet_Auklet,1,Parakeet Auklet,CUB_200_2011\images\007.Parakeet_Auklet/Parakeet_Auklet_0041_795933.jpg
333,007.Parakeet_Auklet/Parakeet_Auklet_0035_795934.jpg,7,007.Parakeet_Auklet,1,Parakeet Auklet,CUB_200_2011\images\007.Parakeet_Auklet/Parakeet_Auklet_0035_795934.jpg
334,007.Parakeet_Auklet/Parakeet_Auklet_0038_795935.jpg,7,007.Parakeet_Auklet,1,Parakeet Auklet,CUB_200_2011\images\007.Parakeet_Auklet/Parakeet_Auklet_0038_795935.jpg
335,007.Parakeet_Auklet/Parakeet_Auklet_0069_795936.jpg,7,007.Parakeet_Auklet,1,Parakeet Auklet,CUB_200_2011\images\007.Parakeet_Auklet/Parakeet_Auklet_0069_795936.jpg
336,007.Parakeet_Auklet/Parakeet_Auklet_0073_795939.jpg,7,007.Parakeet_Auklet,1,Parakeet Auklet,CUB_200_2011\images\007.Parakeet_Auklet/Parakeet_Auklet_0073_795939.jpg
338,007.Parakeet_Auklet/Parakeet_Auklet_0036_795943.jpg,7,007.Parakeet_Auklet,1,Parakeet Auklet,CUB_200_2011\images\007.Parakeet_Auklet/Parakeet_Auklet_0036_795943.jpg
339,007.Parakeet_Auklet/Parakeet_Auklet_0028_795944.jpg,7,007.Parakeet_Auklet,1,Parakeet Auklet,CUB_200_2011\images\007.Parakeet_Auklet/Parakeet_Auklet_0028_795944.jpg
377,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0028_2056.jpg,8,008.Rhinoceros_Auklet,1,Rhinoceros Auklet,CUB_200_2011\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0028_2056.jpg
378,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0020_2195.jpg,8,008.Rhinoceros_Auklet,1,Rhinoceros Auklet,CUB_200_2011\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0020_2195.jpg
379,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0021_2089.jpg,8,008.Rhinoceros_Auklet,1,Rhinoceros Auklet,CUB_200_2011\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0021_2089.jpg
380,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0043_2096.jpg,8,008.Rhinoceros_Auklet,1,Rhinoceros Auklet,CUB_200_2011\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0043_2096.jpg
385,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0023_797501.jpg,8,008.Rhinoceros_Auklet,1,Rhinoceros Auklet,CUB_200_2011\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0023_797501.jpg
388,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0016_2114.jpg,8,008.Rhinoceros_Auklet,1,Rhinoceros Auklet,CUB_200_2011\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0016_2114.jpg
390,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0030_797509.jpg,8,008.Rhinoceros_Auklet,1,Rhinoceros Auklet,CUB_200_2011\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0030_797509.jpg
392,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0006_797512.jpg,8,008.Rhinoceros_Auklet,1,Rhinoceros Auklet,CUB_200_2011\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0006_797512.jpg
393,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0019_797513.jpg,8,008.Rhinoceros_Auklet,1,Rhinoceros Auklet,CUB_200_2011\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0019_797513.jpg
395,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0032_797516.jpg,8,008.Rhinoceros_Auklet,1,Rhinoceros Auklet,CUB_200_2011\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0032_797516.jpg
396,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0018_797517.jpg,8,008.Rhinoceros_Auklet,1,Rhinoceros Auklet,CUB_200_2011\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0018_797517.jpg
397,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0031_797518.jpg,8,008.Rhinoceros_Auklet,1,Rhinoceros Auklet,CUB_200_2011\images\008.Rhinoceros_Auklet/Rhinoceros_Auklet_0031_797518.jpg
426,009.Brewer_Blackbird/Brewer_Blackbird_0139_2567.jpg,9,009.Brewer_Blackbird,1,Brewer Blackbird,CUB_200_2011\images\009.Brewer_Blackbird/Brewer_Blackbird_0139_2567.jpg
427,009.Brewer_Blackbird/Brewer_Blackbird_0140_2586.jpg,9,009.Brewer_Blackbird,1,Brewer Blackbird,CUB_200_2011\images\009.Brewer_Blackbird/Brewer_Blackbird_0140_2586.jpg
428,009.Brewer_Blackbird/Brewer_Blackbird_0082_2593.jpg,9,009.Brewer_Blackbird,1,Brewer Blackbird,CUB_200_2011\images\009.Brewer_Blackbird/Brewer_Blackbird_0082_2593.jpg
429,009.Brewer_Blackbird/Brewer_Blackbird_0135_2607.jpg,9,009.Brewer_Blackbird,1,Brewer Blackbird,CUB_200_2011\images\009.Brewer_Blackbird/Brewer_Blackbird_0135_2607.jpg
431,009.Brewer_Blackbird/Brewer_Blackbird_0095_2610.jpg,9,009.Brewer_Blackbird,1,Brewer Blackbird,CUB_200_2011\images\009.Brewer_Blackbird/Brewer_Blackbird_0095_2610.jpg
432,009.Brewer_Blackbird/Brewer_Blackbird_0035_2611.jpg,9,009.Brewer_Blackbird,1,Brewer Blackbird,CUB_200_2011\images\009.Brewer_Blackbird/Brewer_Blackbird_0035_2611.jpg
433,009.Brewer_Blackbird/Brewer_Blackbird_0111_2613.jpg,9,009.Brewer_Blackbird,1,Brewer Blackbird,CUB_200_2011\images\009.Brewer_Blackbird/Brewer_Blackbird_0111_2613.jpg
436,009.Brewer_Blackbird/Brewer_Blackbird_0087_2622.jpg,9,009.Brewer_Blackbird,1,Brewer Blackbird,CUB_200_2011\images\009.Brewer_Blackbird/Brewer_Blackbird_0087_2622.jpg
437,009.Brewer_Blackbird/Brewer_Blackbird_0026_2625.jpg,9,009.Brewer_Blackbird,1,Brewer Blackbird,CUB_200_2011\images\009.Brewer_Blackbird/Brewer_Blackbird_0026_2625.jpg
441,009.Brewer_Blackbird/Brewer_Blackbird_0142_2636.jpg,9,009.Brewer_Blackbird,1,Brewer Blackbird,CUB_200_2011\images\009.Brewer_Blackbird/Brewer_Blackbird_0142_2636.jpg
444,009.Brewer_Blackbird/Brewer_Blackbird_0078_2659.jpg,9,009.Brewer_Blackbird,1,Brewer Blackbird,CUB_200_2011\images\009.Brewer_Blackbird/Brewer_Blackbird_0078_2659.jpg
446,009.Brewer_Blackbird/Brewer_Blackbird_0014_2679.jpg,9,009.Brewer_Blackbird,1,Brewer Blackbird,CUB_200_2011\images\009.Brewer_Blackbird/Brewer_Blackbird_0014_2679.jpg
484,010.Red_winged_Blackbird/Red_Winged_Blackbird_0091_4096.jpg,10,010.Red_winged_Blackbird,1,Red winged Blackbird,CUB_200_2011\images\010.Red_winged_Blackbird/Red_Winged_Blackbird_0091_4096.jpg
485,010.Red_winged_Blackbird/Red_Winged_Blackbird_0059_4612.jpg,10,010.Red_winged_Blackbird,1,Red winged Blackbird,CUB_200_2011\images\010.Red_winged_Blackbird/Red_Winged_Blackbird_0059_4612.jpg
486,010.Red_winged_Blackbird/Red_Winged_Blackbird_0054_4625.jpg,10,010.Red_winged_Blackbird,1,Red winged Blackbird,CUB_200_2011\images\010.Red_winged_Blackbird/Red_Winged_Blackbird_0054_4625.jpg
489,010.Red_winged_Blackbird/Red_Winged_Blackbird_0079_4527.jpg,10,010.Red_winged_Blackbird,1,Red winged Blackbird,CUB_200_2011\images\010.Red_winged_Blackbird/Red_Winged_Blackbird_0079_4527.jpg
490,010.Red_winged_Blackbird/Red_Winged_Blackbird_0075_4953.jpg,10,010.Red_winged_Blackbird,1,Red winged Blackbird,CUB_200_2011\images\010.Red_winged_Blackbird/Red_Winged_Blackbird_0075_4953.jpg
491,010.Red_winged_Blackbird/Red_Winged_Blackbird_0005_5636.jpg,10,010.Red_winged_Blackbird,1,Red winged Blackbird,CUB_200_2011\images\010.Red_winged_Blackbird/Red_Winged_Blackbird_0005_5636.jpg
495,010.Red_winged_Blackbird/Red_Winged_Blackbird_0049_5598.jpg,10,010.Red_winged_Blackbird,1,Red winged Blackbird,CUB_200_2011\images\010.Red_winged_Blackbird/Red_Winged_Blackbird_0049_5598.jpg
496,010.Red_winged_Blackbird/Red_Winged_Blackbird_0023_5257.jpg,10,010.Red_winged_Blackbird,1,Red winged Blackbird,CUB_200_2011\images\010.Red_winged_Blackbird/Red_Winged_Blackbird_0023_5257.jpg
497,010.Red_winged_Blackbird/Red_Winged_Blackbird_0093_5948.jpg,10,010.Red_winged_Blackbird,1,Red winged Blackbird,CUB_200_2011\images\010.Red_winged_Blackbird/Red_Winged_Blackbird_0093_5948.jpg
500,010.Red_winged_Blackbird/Red_Winged_Blackbird_0060_4688.jpg,10,010.Red_winged_Blackbird,1,Red winged Blackbird,CUB_200_2011\images\010.Red_winged_Blackbird/Red_Winged_Blackbird_0060_4688.jpg
502,010.Red_winged_Blackbird/Red_Winged_Blackbird_0061_4196.jpg,10,010.Red_winged_Blackbird,1,Red winged Blackbird,CUB_200_2011\images\010.Red_winged_Blackbird/Red_Winged_Blackbird_0061_4196.jpg
504,010.Red_winged_Blackbird/Red_Winged_Blackbird_0101_6244.jpg,10,010.Red_winged_Blackbird,1,Red winged Blackbird,CUB_200_2011\images\010.Red_winged_Blackbird/Red_Winged_Blackbird_0101_6244.jpg
544,011.Rusty_Blackbird/Rusty_Blackbird_0086_6658.jpg,11,011.Rusty_Blackbird,1,Rusty Blackbird,CUB_200_2011\images\011.Rusty_Blackbird/Rusty_Blackbird_0086_6658.jpg
545,011.Rusty_Blackbird/Rusty_Blackbird_0113_6664.jpg,11,011.Rusty_Blackbird,1,Rusty Blackbird,CUB_200_2011\images\011.Rusty_Blackbird/Rusty_Blackbird_0113_6664.jpg
547,011.Rusty_Blackbird/Rusty_Blackbird_0054_6676.jpg,11,011.Rusty_Blackbird,1,Rusty Blackbird,CUB_200_2011\images\011.Rusty_Blackbird/Rusty_Blackbird_0054_6676.jpg
549,011.Rusty_Blackbird/Rusty_Blackbird_0016_6684.jpg,11,011.Rusty_Blackbird,1,Rusty Blackbird,CUB_200_2011\images\011.Rusty_Blackbird/Rusty_Blackbird_0016_6684.jpg
552,011.Rusty_Blackbird/Rusty_Blackbird_0091_6695.jpg,11,011.Rusty_Blackbird,1,Rusty Blackbird,CUB_200_2011\images\011.Rusty_Blackbird/Rusty_Blackbird_0091_6695.jpg
554,011.Rusty_Blackbird/Rusty_Blackbird_0031_6699.jpg,11,011.Rusty_Blackbird,1,Rusty Blackbird,CUB_200_2011\images\011.Rusty_Blackbird/Rusty_Blackbird_0031_6699.jpg
555,011.Rusty_Blackbird/Rusty_Blackbird_0019_6704.jpg,11,011.Rusty_Blackbird,1,Rusty Blackbird,CUB_200_2011\images\011.Rusty_Blackbird/Rusty_Blackbird_0019_6704.jpg
557,011.Rusty_Blackbird/Rusty_Blackbird_0085_6713.jpg,11,011.Rusty_Blackbird,1,Rusty Blackbird,CUB_200_2011\images\011.Rusty_Blackbird/Rusty_Blackbird_0085_6713.jpg
559,011.Rusty_Blackbird/Rusty_Blackbird_0076_6716.jpg,11,011.Rusty_Blackbird,1,Rusty Blackbird,CUB_200_2011\images\011.Rusty_Blackbird/Rusty_Blackbird_0076_6716.jpg
561,011.Rusty_Blackbird/Rusty_Blackbird_0087_6727.jpg,11,011.Rusty_Blackbird,1,Rusty Blackbird,CUB_200_2011\images\011.Rusty_Blackbird/Rusty_Blackbird_0087_6727.jpg
562,011.Rusty_Blackbird/Rusty_Blackbird_0122_6736.jpg,11,011.Rusty_Blackbird,1,Rusty Blackbird,CUB_200_2011\images\011.Rusty_Blackbird/Rusty_Blackbird_0122_6736.jpg
